"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,location,punct,source,sourcetype,"splunk_server","splunk_server_group","src_ip",status,tag,"tag::eventtype",timeendpos,timestamp,timestartpos,username
"2026-03-01 10:11:00,bob,10.0.0.5,failed,Lagos","2026-03-01T10:11:00.000+0100",10,1,11,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Lagos,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"10.0.0.5",failed,,,19,"2026-03-01 10:11:00",0,bob
"2026-03-01 10:07:00,alice,198.51.100.23,failed,New York","2026-03-01T10:07:00.000+0100",10,1,7,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,"New York","--_::,,...,,_","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"198.51.100.23",failed,,,19,"2026-03-01 10:07:00",0,alice
"2026-03-01 10:02:00,charlie,10.0.0.5,failed,Nairobi","2026-03-01T10:02:00.000+0100",10,1,2,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Nairobi,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"10.0.0.5",failed,,,19,"2026-03-01 10:02:00",0,charlie
"2026-03-01 09:59:00,grace,10.0.0.8,failed,Lagos","2026-03-01T09:59:00.000+0100",9,1,59,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Lagos,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"10.0.0.8",failed,,,19,"2026-03-01 09:59:00",0,grace
"2026-03-01 09:47:00,henry,8.8.8.8,failed,Abuja","2026-03-01T09:47:00.000+0100",9,1,47,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Abuja,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"8.8.8.8",failed,,,19,"2026-03-01 09:47:00",0,henry
"2026-03-01 09:16:00,charlie,172.16.0.3,failed,New York","2026-03-01T09:16:00.000+0100",9,1,16,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,"New York","--_::,,...,,_","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"172.16.0.3",failed,,,19,"2026-03-01 09:16:00",0,charlie
"2026-03-01 09:00:00,alice,172.16.0.3,failed,Nairobi","2026-03-01T09:00:00.000+0100",9,1,0,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Nairobi,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"172.16.0.3",failed,,,19,"2026-03-01 09:00:00",0,alice
"2026-03-01 08:46:00,david,192.168.1.10,failed,Toronto","2026-03-01T08:46:00.000+0100",8,1,46,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Toronto,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"192.168.1.10",failed,,,19,"2026-03-01 08:46:00",0,david
"2026-03-01 08:41:00,bob,198.51.100.23,failed,Dubai","2026-03-01T08:41:00.000+0100",8,1,41,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Dubai,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"198.51.100.23",failed,,,19,"2026-03-01 08:41:00",0,bob
"2026-03-01 08:33:00,emma,198.51.100.23,failed,New York","2026-03-01T08:33:00.000+0100",8,1,33,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,"New York","--_::,,...,,_","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"198.51.100.23",failed,,,19,"2026-03-01 08:33:00",0,emma
"2026-03-01 08:29:00,charlie,8.8.8.8,failed,Dubai","2026-03-01T08:29:00.000+0100",8,1,29,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Dubai,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"8.8.8.8",failed,,,19,"2026-03-01 08:29:00",0,charlie
"2026-03-01 08:23:00,frank,192.168.1.22,failed,Nairobi","2026-03-01T08:23:00.000+0100",8,1,23,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Nairobi,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"192.168.1.22",failed,,,19,"2026-03-01 08:23:00",0,frank
"2026-03-01 08:18:00,grace,10.0.0.8,failed,Abuja","2026-03-01T08:18:00.000+0100",8,1,18,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Abuja,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"10.0.0.8",failed,,,19,"2026-03-01 08:18:00",0,grace
"2026-03-01 08:17:00,frank,172.16.0.3,failed,Abuja","2026-03-01T08:17:00.000+0100",8,1,17,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Abuja,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"172.16.0.3",failed,,,19,"2026-03-01 08:17:00",0,frank
"2026-03-01 08:13:00,grace,203.0.113.45,failed,Berlin","2026-03-01T08:13:00.000+0100",8,1,13,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Berlin,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"203.0.113.45",failed,,,19,"2026-03-01 08:13:00",0,grace
"2026-03-01 08:10:00,henry,192.168.1.22,failed,Abuja","2026-03-01T08:10:00.000+0100",8,1,10,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Abuja,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"192.168.1.22",failed,,,19,"2026-03-01 08:10:00",0,henry
"2026-03-01 08:03:00,charlie,203.0.113.45,failed,Nairobi","2026-03-01T08:03:00.000+0100",8,1,3,march,0,sunday,2026,local,,"LAPTOP-MI5C5FE1","auth_dataset",1,Nairobi,"--_::,,...,,","splunk_login_dataset.csv.csv",csv,"LAPTOP-MI5C5FE1",,"203.0.113.45",failed,,,19,"2026-03-01 08:03:00",0,charlie
